Timestamp,Steps,HeadingDeg,X,Y,StepLen,Source
1768355873858,3,0,-1.0115393509260677E-7,-0.5672799806900547,0.59,SCS
1768355877226,4,-45,-0.4100086157325011,-0.15727148403353042,0.58,SCS
1768355877913,5,-115,-0.9386216068226685,-0.4067019243773321,0.58,SCS
1768355878428,6,-61,-1.4716046006683299,-0.11987480395833044,0.61,SCS
1768355878968,7,-113,-2.0325683030691484,-0.3603531158852638,0.61,SCS
1768355879479,8,-45,-2.4802712583705153,0.08734981984638523,0.63,SCS
1768355879998,9,-135,-2.9533193767797905,-0.3856983042039323,0.67,SCS
1768355880512,10,-64,-3.5780713005585474,-0.09404486441881277,0.69,SCS
1768355881005,11,-135,-4.070713568204992,-0.5866871379399573,0.70,SCS
1768355881523,12,-45,-4.56895539812267,-0.08844532980112152,0.70,SCS
1768355882013,13,-135,-5.068960802687839,-0.5884507403287956,0.71,SCS
1768355882507,14,-45,-5.5719053167606365,-0.08550624824040187,0.71,SCS
1768355883045,15,-45,-6.079442309256052,0.4220307220698669,0.72,Phone(Fused)
1768355883453,16,-26,-6.403252306087914,1.0737705537826194,0.73,SCS
1768355884120,17,0,-6.403252306087914,1.795239461781321,0.72,SCS
1768355884568,18,-90,-7.120344543176442,1.7952394304362225,0.72,SCS
1768355885017,19,-135,-7.615083838750629,1.300500128962328,0.70,SCS
1768355885535,20,-63,-8.232458417830536,1.6126377734167368,0.69,SCS
1768355886048,21,-135,-8.71227879182631,1.132817393699161,0.68,SCS
1768355886649,22,-63,-9.321091883274942,1.4380425483679489,0.68,SCS
1768355887055,23,-135,-9.799304604780277,0.9598298211599847,0.68,SCS
1768355887678,24,-68,-10.4362897382057,1.2117651881461415,0.68,SCS
1768355888216,25,-135,-10.926348892702988,0.7217060278049556,0.69,SCS
1768355888753,26,-45,-11.4243175737475,1.219674687082565,0.70,SCS
1768355889224,27,-135,-11.928705367120791,0.7152868876945084,0.71,SCS
1768355889759,28,-45,-12.441399515785456,1.2279810139485998,0.73,SCS
1768355890276,29,-135,-12.95796742478709,0.7114130987869541,0.73,SCS
1768355890834,30,0,-12.95796742478709,1.4366930111136873,0.73,SCS
1768355891415,31,-63,-13.602663592476372,1.7520439740660159,0.72,Phone(Fused)
1768355891928,32,15,-13.4116545654149,2.443182059193873,0.72,SCS
1768355892421,33,-90,-14.131001891722995,2.4431820277502014,0.72,SCS
1768355893023,34,-22,-14.408461157231095,3.107296485900376,0.72,SCS
1768355893496,35,-45,-14.916791583689827,3.615626890139279,0.72,SCS
1768355894010,36,16,-14.710904856250451,4.307230656824598,0.72,SCS
1768355894567,37,-45,-15.215836841928976,4.812162620431844,0.71,SCS
1768355895104,38,45,-14.717558784257054,5.3104406563233395,0.70,SCS
1768355895598,39,-45,-15.208930701921712,5.801812552509449,0.69,SCS
1768355896135,40,45,-14.716294317801811,6.29444891509553,0.70,SCS
1768355896647,41,-45,-15.196845473441094,6.775000049729256,0.68,SCS
1768355897165,42,45,-14.719821113346061,7.252024388972891,0.67,SCS
1768355897722,43,-29,-15.055432704124144,7.845105825524314,0.68,SCS
1768355898236,44,70,-14.399959905280753,8.073332408844069,0.69,SCS
1768355898858,45,45,-13.90461074996279,8.568681542509632,0.70,SCS
1768355899331,46,90,-13.186505323010488,8.568681511120245,0.72,SCS
1768355899865,47,45,-12.67262988830288,9.082556923365642,0.73,SCS
1768355900403,48,135,-12.160640317244285,8.570567346201633,0.72,SCS
1768355900962,49,45,-11.661099203184365,9.070108438425915,0.71,SCS
1768355901477,50,135,-11.166073494059498,8.575082723397927,0.70,SCS
1768355902098,51,45,-10.676986403147376,9.064169792931374,0.69,SCS
1768355902528,52,135,-10.193441856023474,8.580625240041261,0.68,SCS
1768355903041,53,45,-9.702906247299184,9.071160827323558,0.69,SCS
1768355903601,54,135,-9.199922181325702,8.568176755352052,0.71,SCS
1768355904048,55,45,-8.695678479543913,9.072420435092647,0.71,SCS
1768355904589,56,118,-8.054983180008708,8.728871578472607,0.73,SCS
1768355905167,57,45,-7.528631914101625,9.255222821372143,0.74,SCS
1768355905702,58,135,-7.002280662836653,8.728871563830495,0.74,SCS
1768355906066,59,45,-6.475929396929571,9.255222806730032,0.74,SCS
1768355906518,60,90,-5.726879888486846,9.255222773988036,0.75,SCS
1768355906820,61,90,-4.976879888486847,9.255222741204493,0.75,SCS
1768355907267,62,45,-4.446800794033413,9.785301812487434,0.75,SCS
1768355907568,63,110,-3.7812544171710814,9.539041612324311,0.71,SCS
1768355907869,64,90,-3.0996828825702574,9.539041582531873,0.68,SCS
1768355908169,65,45,-2.6372504428075914,10.001474002080974,0.65,SCS
1768355908468,66,90,-2.0127304353525255,10.001473974782336,0.62,SCS
1768355908770,67,116,-1.4747797222159278,9.736116071586613,0.60,SCS
1768355909070,68,60,-0.9296363291495694,10.049218517387997,0.63,SCS
1768355909373,69,72,-0.32431182608221254,10.234840862679714,0.63,SCS
1768355909669,70,135,0.12306072112167205,9.787468310140966,0.63,SCS
1768355909974,71,70,0.7354004975564021,9.999059875718569,0.65,SCS
1768355910274,72,45,1.1921340658401154,10.455793424037823,0.65,SCS
1768355910574,73,90,1.827436524396131,10.45579339626787,0.64,SCS
1768355910873,74,90,2.473934830335298,10.45579336800853,0.65,SCS
1768355911174,75,45,2.946303085825963,10.928161602851322,0.67,SCS
1768355911883,76,112,3.575542802475241,10.66757965200157,0.68,SCS
1768355912356,77,61,4.1766421931614595,10.994734421506822,0.68,SCS
1768355912804,78,135,4.666202327602157,10.505174281228179,0.69,SCS
1768355913340,79,90,5.370937760578924,10.505174250423213,0.70,SCS
1768355913837,80,-163,5.168552210075806,9.83748055844542,0.70,SCS
1768355914371,81,135,5.660733226729278,9.345299535922749,0.70,SCS
1768355914951,82,-135,5.1608266216876535,8.845392924919798,0.71,SCS
1768355915509,83,135,5.661266808600404,8.344952732039358,0.71,SCS
1768355915980,84,-135,5.164604953328126,7.848290870844447,0.70,SCS
1768355916281,85,180,5.164604892765846,7.155539160782165,0.69,SCS
1768355916645,86,135,5.654554316593382,6.66558973111204,0.69,SCS
1768355917141,87,-135,5.158353220410086,6.169388629011605,0.70,SCS
1768355917826,88,135,5.654451140535685,5.673290702970098,0.70,SCS
1768355918469,89,-180,5.654451200183077,4.991004100317333,0.68,SCS
1768355918793,90,135,6.136319693258386,4.5091356014958,0.68,SCS
1768355919479,91,-135,5.662941458413926,4.035757361006362,0.67,SCS
1768355919843,92,-135,5.190825051016299,3.563640947978803,0.67,SCS
1768355920487,93,-45,4.723583021355763,4.030882957215541,0.66,SCS
1768355921044,94,-116,4.128764784484353,3.728677092714504,0.67,SCS
1768355921644,95,-45,3.645856242226917,4.211585613863337,0.68,SCS
1768355922288,96,-117,3.0285361882891486,3.8911770922626925,0.70,SCS
1768355922588,97,-45,2.5326980305578783,4.387015228320188,0.70,SCS
1768355922888,98,-90,1.818383992808327,4.387015197096529,0.71,SCS
1768355923188,99,-135,1.3104960805129535,3.879127278744653,0.72,SCS
1768355923494,100,-90,0.6074707852570935,3.87912724801444,0.70,SCS
1768355923791,101,-45,0.1270581519006337,4.359539860371396,0.68,SCS
1768355924093,102,-113,-0.473813981544601,4.098911177090213,0.65,SCS
1768355924390,103,-135,-0.9176312763951994,3.6550938769471464,0.63,SCS
1768355924694,104,-74,-1.5101488109932912,3.8242748116597642,0.62,SCS
1768355924992,105,-90,-2.129253370738262,3.8242747845978435,0.62,SCS
1768355925294,106,-118,-2.682655332607829,3.5295161132532367,0.63,SCS
1768355925593,107,-90,-3.3048550593284016,3.529516086056022,0.62,SCS
1768355925895,108,-67,-3.882152521117803,3.767500610501193,0.62,SCS
1768355926193,109,-113,-4.469605043019267,3.5156616413613366,0.64,SCS
1768355926495,110,-115,-5.0451606963963185,3.2396503608888154,0.64,SCS
1768355926796,111,-65,-5.631322122816479,3.5060313768349687,0.64,SCS
1768355927096,112,-90,-6.295082090551789,3.506031347821098,0.66,SCS
1768355927395,113,-135,-6.773926872474164,3.027186560188556,0.68,SCS
1768355927696,114,-90,-7.449714681596965,3.0271865306489314,0.68,SCS
1768355927997,115,-90,-8.128459056818444,3.027186500980071,0.68,SCS
1768355928298,116,-109,-8.771201048949907,2.8027290231612914,0.68,SCS
1768355928598,117,-105,-9.433123348860292,2.615916156253011,0.69,SCS
1768355928897,118,-69,-10.082026253548484,2.862072370740329,0.69,SCS
1768355929197,119,-90,-10.780095782634728,2.8620723402267396,0.70,SCS
1768355929501,120,-135,-11.275925256229147,2.3662428607196127,0.70,SCS
1768355929800,121,-90,-11.975081445307783,2.366242830158524,0.70,SCS
1768355930100,122,-90,-12.672561693222809,2.366242799670693,0.70,SCS
1768355930401,123,-116,-13.306046260346376,2.045857738407723,0.71,SCS
1768355930698,124,-90,-14.020212073635815,2.0458577071905424,0.71,SCS
1768355931004,125,-68,-14.699554554096832,2.3117363869709964,0.73,SCS
1768355931300,126,-90,-15.43047204066612,2.3117363550215773,0.73,SCS
1768355931600,127,-107,-16.100746225119213,2.102573401913103,0.70,SCS
1768355931900,128,-90,-16.80289764988264,2.102573371221088,0.70,SCS
1768355932200,129,-90,-17.509146475696703,2.1025733403499705,0.71,SCS
1768355932482,130,-116,-18.11577042307775,1.8022562370944133,0.68,SCS
1768355932781,131,-90,-18.77213799115058,1.8022562084036746,0.66,SCS
1768355933081,132,-45,-19.257900292232293,2.2880184882520442,0.69,SCS
1768355933379,133,-111,-19.88148015791726,2.0463817362413406,0.67,SCS
1768355933660,134,-117,-20.446372494946026,1.7577033368726462,0.63,SCS
1768355933961,135,-90,-21.08761029600753,1.7577033088432505,0.64,SCS
1768355934261,136,-90,-21.732059918264458,1.7577032806734618,0.64,SCS
1768355935163,137,-45,-22.18931566948835,2.21495901191007,0.65,SCS
1768355935743,138,-45,-22.645004393910543,2.670647716413474,0.64,SCS
1768355936283,139,45,-22.17644378979383,3.1392083000487534,0.66,SCS
1768355936812,140,-45,-22.646620008876848,3.6093844985797165,0.66,SCS
1768355937286,141,28,-22.32344506624161,4.206398216011376,0.68,SCS
1768355937822,142,-45,-22.787503018725296,4.670456148210444,0.66,SCS
1768355938381,143,45,-22.32047773709023,5.137481409431189,0.66,SCS
1768355938851,144,-45,-22.78226898051752,5.599272632672945,0.65,SCS
1768355939430,145,45,-22.315044994364698,6.066496598402758,0.66,SCS
1768355939968,146,-45,-22.78530569786619,6.536757281348501,0.67,SCS
1768355940524,147,63,-22.17636510598873,6.840330385756476,0.68,SCS
1768355941022,148,0,-22.17636510598873,7.524100930448043,0.68,SCS
1768355941491,149,90,-21.469016389315573,7.524100899528848,0.71,SCS
1768355942028,150,45,-20.966143205939254,8.026974060923882,0.71,SCS
1768355942542,151,116,-20.321604751811904,7.703434006207388,0.72,SCS
1768355943100,152,45,-19.80893857222741,8.21610016338253,0.73,SCS
1768355943551,153,135,-19.287167635705465,7.694329220638529,0.74,SCS
1768355944063,154,45,-18.76611949269196,8.215377340876296,0.74,SCS
1768355944621,155,135,-18.23891238275537,7.688170224652825,0.75,SCS
1768355945072,156,45,-17.71170525815286,8.215377326210378,0.75,SCS
1768355945587,157,155,-17.405265253990105,7.531957790770315,0.75,SCS
1768355946102,158,60,-16.752238391721875,7.898732455555779,0.75,SCS
1768355946619,159,135,-16.221908308994024,7.3684023665038065,0.75,SCS
1768355946920,160,90,-15.488550287453581,7.368402334447708,0.73,SCS
1768355947220,161,69,-14.834806426756916,7.617667875616154,0.70,SCS
1768355947520,162,106,-14.19020998386053,7.420849257029147,0.67,SCS
1768355947803,163,112,-13.597636119468905,7.177128033039664,0.64,SCS
1768355948101,164,90,-12.985854971230783,7.17712800629786,0.61,SCS
1768355948399,165,90,-12.372237663174136,7.177127979475794,0.61,SCS
1768355948701,166,135,-11.935065918570622,6.739956229659059,0.62,SCS
1768355949000,167,90,-11.302150021105453,6.739956201993426,0.63,SCS
1768355949388,168,73,-10.662131342193103,6.924718309766056,0.67,SCS
1768355949690,169,90,-9.991687381246098,6.924718280460018,0.67,SCS
