Timestamp,Steps,HeadingDeg,X,Y,StepLen,Source
1768293315977,1,135,0.38890872733375614,-0.3889087319714462,0.55,Phone
1768293317829,2,135,0.7827186851499092,-0.7827186944837359,0.56,Phone
1768293318368,3,45,1.1908382361608751,-0.3745991613122423,0.58,SCS
1768293319012,4,117,1.716441852671596,-0.6536746816172174,0.60,SCS
1768293319549,5,45,2.1413081991104943,-0.22880835374981745,0.60,SCS
1768293320106,6,118,2.6851824693221675,-0.5283856435111973,0.62,SCS
1768293320708,7,45,3.1402752894246366,-0.07329284330146746,0.64,SCS
1768293321262,8,117,3.7283833936767126,-0.38523778965663413,0.67,SCS
1768293321694,9,45,4.195870273613345,0.08224906984549746,0.66,SCS
1768293322208,10,135,4.666583110555535,-0.3884637727098872,0.67,SCS
1768293322725,11,45,5.14075383371809,0.08570692972600763,0.67,SCS
1768293323302,12,135,5.614776982512463,-0.3883162247210351,0.67,SCS
1768293323796,13,45,6.082731083087163,0.07963785539874102,0.66,SCS
1768293324310,14,135,6.549844659180098,-0.38747572626446825,0.66,SCS
1768293324869,15,29,6.8706422083427325,0.18524145330385855,0.66,SCS
1768293325470,16,135,7.3363190468498125,-0.2804353907563621,0.66,SCS
1768293325963,17,45,7.79066035416982,0.17390589670375578,0.64,SCS
1768293326500,18,114,8.370140726889966,-0.09521408219353894,0.64,SCS
1768293327079,19,45,8.81697037340943,0.35161554479438006,0.63,SCS
1768293327660,20,90,9.448771491777007,0.35161551717747497,0.63,SCS
1768293328282,21,45,9.887760649356277,0.7906046555679189,0.62,SCS
1768293328838,22,90,10.512704782767996,0.7906046282507422,0.62,SCS
1768293329913,23,90,11.117046984646274,0.7906046018341045,0.60,SCS
1768293330427,24,90,11.715805385426766,0.7906045756615425,0.60,SCS
1768293331134,25,90,12.322283972699205,0.7906045491515205,0.61,SCS
1768293331605,26,90,12.92122491727288,0.7906045229709793,0.60,SCS
1768293332144,27,90,13.530433846178079,0.7906044963416102,0.61,SCS
1768293332659,28,153,13.810012140843185,0.22789095844094398,0.63,SCS
1768293333237,29,135,14.265273366501695,-0.2273702726465015,0.64,SCS
1768293333710,30,-180,14.26527342335016,-0.8776408973124261,0.65,SCS
1768293334311,31,135,14.741168946302757,-1.3535364259400198,0.67,SCS
1768293334805,32,-135,14.265395278500486,-1.829310099415834,0.67,SCS
1768293335319,33,135,14.741202139137606,-2.305116965726894,0.67,SCS
1768293335855,34,-135,14.26561666804848,-2.78070244248732,0.67,SCS
1768293336456,35,135,14.733741577021165,-3.2488273570423387,0.66,SCS
1768293336886,36,-135,14.264195915657531,-3.718373024005248,0.66,SCS
1768293337465,37,160,14.48837825441133,-4.348421623000306,0.67,SCS
1768293337936,38,-111,13.857177168796317,-4.602733852436779,0.68,SCS
1768293338558,39,-162,13.652735400560044,-5.258090306759583,0.69,SCS
1768293339031,40,-90,12.960202773088728,-5.258090337031147,0.69,SCS
1768293339589,41,-135,12.473896370492874,-5.744396745426147,0.69,SCS
1768293340126,42,-45,11.985820973140056,-5.256321369407783,0.69,SCS
1768293340684,43,-135,11.499330010232038,-5.742812338117147,0.69,SCS
1768293341220,44,-45,11.006136335814535,-5.249618685257825,0.70,SCS
1768293341714,45,-135,10.506520418589046,-5.749234608441174,0.71,SCS
1768293342270,46,-45,10.004694618814241,-5.247408830601872,0.71,SCS
1768293342808,47,-135,9.500558334663884,-5.751545120763994,0.71,SCS
1768293343301,48,-45,9.000202165275727,-5.251188973247099,0.71,SCS
1768293343816,49,-135,8.49826696526539,-5.753124179242953,0.71,SCS
1768293344352,50,-45,8.00092962480228,-5.255786860519149,0.70,SCS
1768293344845,51,-135,7.508401899381573,-5.74831459181319,0.70,SCS
1768293345382,52,-45,7.0208322248579105,-5.260744938601875,0.69,SCS
1768293345875,53,-135,6.534963055014172,-5.746614114239545,0.69,SCS
1768293346392,54,-45,6.052780505162941,-5.264431585465183,0.68,SCS
1768293346949,55,-135,5.570994437313143,-5.746217659060222,0.68,SCS
1768293347442,56,-45,5.080540941168226,-5.255764184353708,0.69,SCS
1768293347915,57,-135,4.59331432455525,-5.742990806776804,0.69,SCS
1768293348536,58,-45,4.105583951336012,-5.255260454876939,0.69,SCS
1768293349051,59,-135,3.622881600945606,-5.737962811023512,0.68,SCS
1768293349546,60,-45,3.139290499856757,-5.2543717310731015,0.68,SCS
1768293350124,61,-135,2.667446795667349,-5.726215440889189,0.67,SCS
1768293350597,62,-45,2.1906348412934182,-5.249403507357371,0.67,SCS
1768293351133,63,-135,1.7161966603861611,-5.723841693922247,0.67,SCS
1768293351670,64,-45,1.2414004129758318,-5.249045467265921,0.67,SCS
1768293352228,65,-135,0.7711892977585798,-5.719256588090384,0.66,SCS
1768293352721,66,-45,0.30008938667255225,-5.248156697596788,0.67,SCS
1768293353278,67,-90,-0.35503630974219624,-5.248156726233243,0.66,SCS
1768293353729,68,0,-0.35503630974219624,-4.578120619063596,0.67,SCS
1768293354330,69,-45,-0.8305902059027668,-4.102566743690147,0.67,SCS
1768293354846,70,45,-0.34981657524063337,-3.621793134043297,0.68,SCS
1768293355382,71,-45,-0.8434867082065842,-3.1281230226563537,0.70,SCS
1768293355896,72,45,-0.33442988395936923,-2.6190662206607196,0.72,SCS
1768293356475,73,-45,-0.8429734977605124,-2.1105226290887242,0.72,SCS
1768293357013,74,45,-0.3264403691469824,-1.5939895230535748,0.73,SCS
1768293357550,75,-45,-0.8412250706060503,-1.0792048440964612,0.73,SCS
1768293358065,76,45,-0.3303149431299086,-0.5682947389529108,0.72,SCS
1768293358621,77,-20,-0.5727099794920795,0.09575697982855924,0.71,SCS
1768293359115,78,90,0.1319671534871013,0.09575694902614226,0.70,SCS
1768293359715,79,45,0.6309039883521215,0.5946937620819402,0.71,SCS
1768293360232,80,116,1.267579067216748,0.2804136836164242,0.71,SCS
1768293360810,81,45,1.7600409389679652,0.772875533841449,0.70,SCS
1768293361281,82,135,2.24661551107232,0.2863009559347508,0.69,SCS
1768293361882,83,45,2.7250601903758436,0.7647456143247928,0.68,SCS
1768293362418,84,135,3.1847363347908884,0.3050694644281649,0.65,SCS
1768293362935,85,45,3.63369074235803,0.7540238523708854,0.63,SCS
1768293363428,86,135,4.085459226775575,0.3022553625660547,0.64,SCS
1768293363985,87,45,4.5416101657757615,0.7584062816272497,0.65,SCS
1768293364544,88,135,4.995222467768333,0.304793974225406,0.64,SCS
