Timestamp,Steps,HeadingDeg,X,Y,StepLen,Source
1768356412352,5,180,1.0223682112230652,-3.280218102871245,0.70,Phone(Raw)
1768356412932,6,-90,0.3422853023909209,-3.2802181325986144,0.68,SCS
1768356413532,7,-74,-0.28830648409082005,-3.1067649870975944,0.65,Phone(Fused)
1768356414113,8,-90,-0.9343177232703105,-3.1067650153356436,0.65,Phone(Fused)
1768356414648,9,-72,-1.5641058677231852,-2.9128512210182396,0.66,Phone(Fused)
1768356415185,10,-74,-2.2099025224878943,-2.7392475741401063,0.67,SCS
1768356415723,11,-45,-2.7022716956734696,-2.2468784224766716,0.70,Phone(Fused)
1768356416216,12,-111,-3.373324159242249,-2.5143291191157706,0.72,SCS
1768356416516,13,-45,-3.8812810498710615,-2.0063722506904593,0.72,Phone(Fused)
1768356416884,14,-45,-4.370923100558621,-1.5167302214058336,0.69,Phone(Fused)
1768356417181,15,-74,-5.021848333065343,-1.3339649879949973,0.68,SCS
1768356417481,16,-90,-5.666217146858048,-1.3339650161612537,0.64,SCS
1768356417764,17,-106,-6.24588957487224,-1.5049665930116878,0.60,SCS
1768356418063,18,-90,-6.83724993447142,-1.504966618860871,0.59,SCS
1768356418365,19,-90,-7.4608809391787005,-1.504966646120649,0.62,SCS
1768356418664,20,-90,-8.087089208774394,-1.5049666734930829,0.63,SCS
1768356418963,21,-90,-8.73672831517067,-1.5049667018897113,0.65,SCS
1768356419265,22,-135,-9.218662353007803,-1.986900745473851,0.68,Phone(Fused)
1768356419563,23,-90,-9.910660446245226,-1.9869007757220496,0.69,SCS
1768356419864,24,-106,-10.553606515285265,-2.1788262113225896,0.67,SCS
1768356420164,25,-90,-11.219528712481116,-2.1788262404309746,0.67,SCS
1768356420468,26,-90,-11.874867293081273,-2.178826269076735,0.66,SCS
1768356420769,27,-90,-12.521566354940367,-2.17882629734485,0.65,SCS
1768356421068,28,-90,-13.159815324923786,-2.1788263252435995,0.64,SCS
1768356421366,29,-90,-13.822659517996515,-2.1788263542174406,0.66,SCS
1768356421669,30,-90,-14.497940827876537,-2.1788263837349255,0.68,SCS
1768356421969,31,-90,-15.163115114291212,-2.178826412810618,0.67,SCS
1768356422270,32,-135,-15.638978134864837,-2.654689439058853,0.67,Phone(Fused)
1768356422568,33,-90,-16.327847251352207,-2.65468946917028,0.69,SCS
1768356422850,34,-45,-16.81274032344643,-2.169796418271407,0.69,Phone(Fused)
1768356423152,35,-67,-17.456662160401674,-1.9012867425678461,0.70,Phone(Fused)
1768356423448,36,-90,-18.17830551666102,-1.9012867741118804,0.72,SCS
1768356423747,37,-68,-18.847137427218904,-1.6379535288664404,0.72,Phone(Fused)
1768356424031,38,-45,-19.344777830570113,-1.1403131472677832,0.70,Phone(Fused)
1768356424331,39,-135,-19.84756479543431,-1.6431001181276534,0.71,Phone(Fused)
1768356424629,40,-109,-20.514798981745997,-1.8849132459216318,0.71,SCS
1768356424911,41,-111,-21.145357768490832,-2.13137012318716,0.68,SCS
1768356425211,42,-45,-21.627354812245706,-1.6493731005010472,0.68,Phone(Fused)
1768356425509,43,135,-21.12967176525351,-2.147056153428056,0.70,Phone(Fused)
1768356425811,44,-62,-21.746334496358553,-1.8260089812089386,0.70,Phone(Fused)
1768356426109,45,-45,-22.223780161733817,-1.3485633367034888,0.68,Phone(Fused)
1768356426414,46,-90,-22.935756151456694,-1.348563367824949,0.71,SCS
1768356426710,47,-90,-23.645849539130687,-1.348563398864118,0.71,SCS
1768356427076,48,-70,-24.313709741348934,-1.1073262344152481,0.71,SCS
1768356427378,49,-180,-24.313709678651968,-1.8244959175352387,0.72,Phone(Fused)
1768356427681,50,135,-23.791485410818964,-2.3467201915957028,0.74,Phone(Fused)
1768356428108,51,0,-23.791485410818964,-1.6072541031246461,0.74,SCS
1768356428405,52,-156,-24.091246770293978,-2.2908844616427,0.75,Phone(Fused)
1768356428688,53,0,-24.091246770293978,-1.5595220714937776,0.73,SCS
1768356428988,54,14,-23.905798122812712,-0.8627209400178579,0.72,SCS
1768356429288,55,0,-23.905798122812712,-0.1527633067170323,0.71,SCS
1768356429588,56,0,-23.905798122812712,0.552862202073774,0.71,SCS
1768356429889,57,0,-23.905798122812712,1.2474147433734397,0.69,SCS
1768356430187,58,-25,-24.201490777532328,1.8747129493681558,0.69,SCS
1768356430468,59,-135,-24.696652941512564,1.3795507794831718,0.70,Phone(Fused)
1768356430767,60,105,-24.010615557759646,1.1948435252894372,0.71,Phone(Fused)
1768356431070,61,0,-24.010615557759646,1.900141803979654,0.71,SCS
1768356431368,62,0,-24.010615557759646,2.586586971158983,0.69,SCS
1768356431648,63,161,-23.786649262881113,1.926297689267013,0.70,Phone(Fused)
1768356431946,64,28,-23.455891968236863,2.535720605394422,0.69,SCS
1768356432247,65,28,-23.128208615548544,3.129667877353613,0.68,SCS
1768356432546,66,149,-22.794629558430106,2.554155224969087,0.67,Phone(Fused)
1768356432848,67,63,-22.189414511461308,2.849687971363445,0.67,Phone(Fused)
1768356433147,68,71,-21.569647525354092,3.060768072199087,0.65,SCS
1768356433448,69,45,-21.11322299969797,3.5171925779042583,0.65,SCS
1768356433749,70,90,-20.47522533338457,3.5171925500164933,0.64,SCS
1768356434049,71,90,-19.84598130160942,3.5171925225113623,0.63,SCS
1768356434348,72,135,-19.400232114029755,3.0714433296161916,0.63,Phone(Fused)
1768356434649,73,119,-18.850418902342337,2.7635471608859192,0.63,Phone(Fused)
1768356434951,74,90,-18.22225183050839,2.7635471334278634,0.63,SCS
1768356435251,75,90,-17.576539696009796,2.7635471052028886,0.65,SCS
1768356435552,76,135,-17.10968472647378,2.296692130099683,0.66,Phone(Fused)
1768356435896,77,90,-16.426971681497253,2.296692100257347,0.68,SCS
